post_id,text,timestamp,user_id,username,hashtags,mentions,likes,replies,retweets,followers_count,following_count,bio,location,language,account_created_at,reply_to_user,mentioned_user,retweeted_user,quoted_user,ground_truth_label,dataset_split
tw_t592770558019907584,the web I love MT @kenyatta   so @jah came to town so i fasted on coffee and we turned on a camera and this ensued http://t.co/A9ywbHhoSa,,u_u678033,heathr,,@kenyatta;@jah,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592769122347409408,"@dearsarah this reminds me of how people responded to the idea of a female host for TDS.  ""Already proven"" is a double standard and limiting",,u_u678033,heathr,,@dearsarah,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592768752019709953,@burstofbeaden congrats Jon!,,u_u678033,heathr,,@burstofbeaden,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592748434035240961,One of my fave pages on the Net: @nytimes short cooking basic videoshttp://t.co/VCkjkZ2Dsd,,u_u678033,heathr,,@nytimes,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592735616556732416,@RippleCreekNW @sprawlgeek I disagree that tech makes people behave badly. The responsibility lies with us humans.,,u_u678033,heathr,,@sprawlgeek;@RippleCreekNW,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592651950404960256,RT @JohnMaloney: Always a Fagen fan but his Coachella diary seals it http://t.co/1tMfGq0cUE,,u_u678033,heathr,,@JohnMaloney,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592465961350926336,Twitter doesn't have a good enough history re gender for it to read that way “@jlp: @heathr it’s from headline news. It’s facetious”,,u_u678033,heathr,,@heathr;@jlp,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592443144660078592,"If you don't believe in hell, it's hard to find it. Same with ugly. #feminist #Jewish",,u_u678033,heathr,#feminist;#Jewish,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592431418673729536,Really twitter? Who wrote this encapsulation of the trend? @dickc @ev @rosenblattdavid @karaswisher http://t.co/UshK4wzp4H,,u_u678033,heathr,,@dickc;@rosenblattdavid;@karaswisher;@ev,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592429368854519808,@page88 interesting the way the world of capital believes it can hack all the usefulness from spiritual practice without the spirituality,,u_u678033,heathr,,@page88,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592429132299960320,Great piece from @page88 on taking spirituality out for biz MT@chrisfahey: “Mindfulness” is the new “sustainable”—http://t.co/dvxnhuDKrZ”,,u_u678033,heathr,,@page88;@chrisfahey,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592374376030277632,@Documentally the maintenance change is very appealing,,u_u678033,heathr,,@Documentally,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592193097041248256,@JenaFriedman I'm guessing hundreds to 1000 but 30something have publicly spoken,,u_u678033,heathr,,@JenaFriedman,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592163525549641729,RT @TheEconomist: American airlines' quality rating1 Virgin America2 Hawaiian3 Delta4 JetBlue5 Alaska http://t.co/5OqJA3zS0V http://t…,,u_u678033,heathr,,@TheEconomist,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592151359509565440,RT @larrybobsf: Sunday in #Berlin: Vaginal Davis shows Bugsy Malone starring Jodie Foster at ArsenalDetails: http://t.co/ukX7gKbncT https:…,,u_u678033,heathr,#Berlin,@larrybobsf,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592121116669317120,Picked up another spectacular middle-aged accomplishment : slept through the night last night! #newsuperpower#fb,,u_u678033,heathr,#newsuperpower;#fb,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592066498316800000,@ElisaC @sprawlgeek privileging of corporate liability shield in politics over positive connection of responsibility to each other,,u_u678033,heathr,,@sprawlgeek;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592066306683248640,"@ElisaC @sprawlgeek are we to do things together or ""on our own."" And how can we do them together with erasure of our uniqueness",,u_u678033,heathr,,@sprawlgeek;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592066038910488576,@ElisaC @sprawlgeek I believe it's bigger and broader (and older) than current tech biz. And at core an emotional issue,,u_u678033,heathr,,@sprawlgeek;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592065792838995968,@ElisaC @sprawlgeek ...sustained value. Dismantling of shared resources and sense of shared involvement ie public education,,u_u678033,heathr,,@sprawlgeek;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592065639948296192,"@ElisaC @sprawlgeek I think a lot I the problem is in big capital funds, the names you don't know, the direction to invest in exits vs",,u_u678033,heathr,,@sprawlgeek;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592020360989577216,"@sarahgranger @ElisaC @dooce it's just what makes life better, for more. Do business, tech, law, medicine etc serve people or the reverse?",,u_u678033,heathr,,@sarahgranger;@dooce;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592019967949701120,@sprawlgeek @ElisaC @mylifeasaghost @RippleCreekNW CyberSelfish is a book by Paulina Borsook that saw what was happening in tech first,,u_u678033,heathr,,@sprawlgeek;@mylifeasaghost;@ElisaC;@RippleCreekNW,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592019780153974784,@ElisaC I saw women do the same thing re: Hollywood casting to prove themselves/keep work,,u_u678033,heathr,,@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592019587090108416,"Oy vey. The price. “@ElisaC: @heathr Hey, I selected booth babes for our booths and had to act all cool about it. #notproud”",,u_u678033,heathr,#notproud,@heathr;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592019482429689856,@RippleCreekNW thanks that's v kind,,u_u678033,heathr,,@RippleCreekNW,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592015135872405504,@ElisaC the web felt clearly like it was about *people*. Lots of early women inc @dooce. Early blogging (pre-blogging software) was v human,,u_u678033,heathr,,@dooce;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592014913658191876,"@ElisaC that's really interesting.Early web times felt like a liberal arts nerd table bonanza.Hardware was a ""mature"" biz ie booth babes",,u_u678033,heathr,,@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592014517644570625,"RT @ElisaC: @heathr Ah. See I was in more traditional tech (hardware/systems), not Internet, during 90s/early oughts. Super male dominated …",,u_u678033,heathr,,@heathr;@ElisaC,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
